ID,word,final_normalized_detail
30012,نامويه,زني که يک شوهر بيشتر نديده باشد.
30013,نامي,رشد کننده، نمو کننده.
30014,نامي,معروف، نامدار.
30015,نامي شدن,معروف و مشهور شدن.
30016,ناميدن,اسم گذاشتن.
30017,ناميمون,شوم، نحس.
30018,ناميه,مؤنث نامي، قوه‌اي  که موجب رشد و نمو مي‌شود. ج. نوامي.
30019,نان,قطعه‌ای از آرد خمیر کرده و بر آتش پخته که آن  را  می‌خورند. غذا. روزی، رزق.   ؛~  فانتزی  هر یک از ناهای غیرسنتی.  ؛~ باگت  نان باریک و استوانه‌ای از آرد سفید که غیرسنتی است.  ؛ ~ به نرخ روز خوردن   فرصت طلب و بی مسلک بودن.  ؛~ کسی تو روغن بودن   موفق بودن، وضع مالی خوب داشتن.  ؛ ~ کسی را آجر کردن   درآمد و گذران زندگی کسی را از بین بردن.  ؛ ~ ِ کسی پخته شدن   مکر و حیلة آن کس به نتیجه رسیدن.
30020,نان آور,سرپرست خانواده.
30021,نان بده,روزي رسان، سخاوتمند.
30022,نان بر,کسي که باعث قطع شدن درآمد ديگران مي‌شود.
30023,نان پاره,تکه‌ای نان. قطعه زمینی که پادشاه به چاکر خود برای گذران معیشت می‌داد.
30024,نان پختن,نان ساختن. توطئه کردن.
30025,نان خواه,تخمي خوش بوي و زردرنگ که گاهي روي خمير نان پاشند.
30026,نان خور,زن و فرزند، کسي که تحت سرپرستي مي‌باشد.
30027,نان خورش,هر چيزي که به عنوان خورش با نان خورده شود.
30028,نان داني,محلِ درآمد و کسب و کار. مجازاً: شکم، معده.
30029,نان کور,حق نشناس.
30030,نان و آب دار,پرمنفعت، پردرآمد.
30031,نانجيب,بدگوهر، بدنژاد. رذل، فرومایه. بی عفت، ناپاک.
30032,نانو,نوعی گاهواره. لالایی، سرود خواب.
30033,نانوا,نان پز.
30034,نانورد,ناپسند.
30035,نانيوشان,ناگهان، بي خبر.
30036,ناهار,نهار:  گرسنه. روزه دار.  غذایی که ظهر خورده شود.
30037,ناهار شکستن,غذا خوردن، رفع گرسنگي کردن.
30038,ناهاري,غذایی که بعد از ناشتا بودن خورند. پیش غذا. غذایی که هنگام ظهر خورند.
30039,ناهب,غارت کننده، غنيمت گيرنده.
30040,ناهد,زن برآمده پستان. برخیزنده به سوی دشمن.  شیر، اسد.
30041,ناهض,برخیزنده، قایم. مکان مرتفع.  گوشت بالای بازو. ج. نواهض.
30042,ناهموار,نامساوی. نامناسب. دارای پستی و بلندی. غیر مسطح.
30043,ناهنجار,درشت و ناهموار. نامعقول، ناپسند.
30044,ناهي,بازدارنده، نهي کننده.
30045,ناهيد,سیارة زهره. دختر نار پستان.
30046,ناهيه,مؤنث ناهي. ج. نواهي.
30047,ناو,چوب بزرگ توخالی که آب از طریق آن آسیاب آبی را به حرکت درمی آورد. کشتی، کشتی جنگی. هر چیز دراز میان خالی. رخنه، سوراخ.
30048,ناوارد,ناآشنا به کار، ناشي.
30049,ناوانيدن,خم کردن، خم دادن.
30050,ناوبان,کشتي بان.
30051,ناوبر,رانندة ناو.
30052,ناوچه,کشتي جنگي کوچک.
30053,ناوخدا,ملاح، کشتي بان.
30054,ناودان,مجرایی که آب را از بام خانه به پایین هدایت می‌کند. مجرای آب، نهر.
30055,ناوديس,به شکل ناو.  چین خوردگی ناو شکل طبقات زمین.
30056,ناورد,نبرد، جنگ. رزمگاه.
30057,ناوردگاه,رزمگاه و ميدان جنگ.
30058,ناوشکن,کشتي جنگي تندرو که کشتي‌هاي جنگي را دنبال کند و مجهز به وسايل اژدراندازي است.
30059,ناوک,تير، تيري که با کمان اندازند.
30060,ناوگان,کشتي‌هاي جنگي، مجموعه‌اي از ناوها.
30061,ناوناوان,خرامان، جلوه کنان.
30062,ناوند,بالشچه‌اي که خمير پهن کرده بر آن نهند و بر ديوار تنور تافته چسبانند تا نان بپزد، رفيده، نابند.
30063,ناوه,ظرف چوبي که در آن گل يا خاک مي‌ريختند و آن را روي شانه گرفته پاي ساختمان مي‌بردند.
30064,ناوه کش,کارگر ساختمان.
30065,ناووس,قبر، گور، دخمه.
30066,ناوي,سربازي که در نيروي دريايي خدمت مي‌کند.
30067,ناويدن,میان تهی کردن. خرامیدن. خمیدن، خم شدن. چرت زدن.
30068,ناويژه,ناپاک، آميخته.
30069,ناي,نِی، ساز بادی. گلو، حلقوم. لوله‌ای غضروفی که از گلو به پایین جلوی مری قرار دارد و هوا را به شش‌ها می‌رساند.
30070,ناي,دوري، جدايي.
30071,ناياب,نادر، کمياب.
30072,نايافت,ناياب، کم ياب.
30073,نايب,جانشين.  ؛~الزياره  کسي که از طرف ديگري بقعة متبرکي را زيارت کند.  ؛ ~الحکومه  الف  کسي که به نيابت از طرف حاکم شهري را اداره کند. ب   بخشدار .  ؛ ~التوليه  کسي که از طرف متولي امور بقعه يا موقوفه‌اي را اداره کند.
30074,نايچه,ناي کوچک، لولة کوچک.
30075,نايح,زن نوحه کننده و زاري کننده بر شوي، ج. نوح.
30076,نايره,آتش برافروخته. فتنه، دشمنی.
30077,نايژک,نايژه، هر يک از شاخه‌هاي ناي که درون شش قرار دارد.
30078,نايژه,نک. نايژک.
30079,نايل,يابنده، بهره مند.
30080,نايل شدن,رسيدن، به دست آوردن.
30081,نايلکس,کيسة نايلوني، ساک نايلوني.
30082,نايلون,مادة قالب پذير ساخته شده از ترکيبات پلي آميد مصنوعي با مولکول‌هاي درشت به صورت ورقه يا الياف. اين الياف ورقه‌هاي داراي استحکام و قابليت ارتجاع هستند.
30083,نايم,خوابيده.
30084,نايي,ناي زن، ني نواز.
30085,نائبات,ج نائبه ؛ پيش آمدها، بلايا، حادثه‌ها.
30086,نبا,گفتار، خبر. قرآن.
30087,نبات,شکر بلور شده، قند. روییدنی، گیاه. ج. نباتات.
30088,نباتات,جِ نبات ؛ گياه‌ها، رستني‌ها.
30089,نباج,= نباغ. انباغ: هر يک از دو زن يک شوهر نسبت به ديگري.
30090,نباح,آواز شیر. صدای سگ. هجو، هجا.
30091,نباد,آن که شراب افکند. نبیذ فروش، می‌فروش.
30092,نباش,کسی که قبرها را نبش می‌کند. کفن دزد.
30093,نباض,نبض گيرنده، نبض شناس، پزشک.
30094,نبال,ج. نبل ؛ تير.
30095,نبال,تیرساز، تیرفروش. دارندة تیر.
30096,نبالت,گرامی شدن. فضل و نجابت.
30097,نباهت,بزرگوار شدن، خوشنام شدن.  خوشنامی.
30098,نبايل,ج. نبیله.  بزرگان. کارهای بزرگ. نیکویی‌ها.
30099,نبت,روییدن گیاه، رستن.  رویانیدن زمین گیاه را.  رویش، بالش.  آن چه که روید، گیاه، نبات.
30100,نبتر,دايره موييني که در پيشاني يا در گردن اسب موجود باشد و آن را يکي از نشانه‌هاي نيکو مي‌شمرند ولي اگر در سينه يا زير بغل باشد عيب دانند.
30101,نبذ,چيز اندک، کم. ج. انباذ.
30102,نبراس,چراغ، مصباح. سر نیزه، سنان. شیر، اسد. دلیر، بی باک.
30103,نبرد,جنگ، کارزار. مسابقه.
30104,نبرده,دلير، جنگجو.
30105,نبس,نک. نبسه.
30106,نبسه,=نبتسه: نوه، فرزندزاده.
30107,نبش,کناره، لبه.
30108,نبش,کندن قبر.
30109,نبشتن,نوشتن.
30110,نبشته,نوشته شده، مکتوب.
30111,نبشي,هر چیز نبش دار. آجر یا کاشی که لبة تیز نداشته باشد. تیرآهن.
30112,نبض,ضربان قلب. جنبیدن رگ.
30113,نبط,برآمدن آب از چاه و زمین.  برآوردن آب از چاه.  ظاهر کردن چیزی را. نشر علم و معرفت.
30114,نبط,نخستین آبی که از چاه    به هنگام حفر آن    ظاهر شود.  غور آب. غور مرد، باطن وی.
30115,نبع,برآمدن آب از چاه، جوشیدن آب از چشمه. ظاهر شدن امری از کسی.  راش.
30116,نبعان,بيرون آمدن آب از قعر چاه، جوشيدن آب از چشمه، نبع، نبوع.
30117,نبق,ميوة درخت کنار را گويند که برگ‌هايش را خشک کرده پس از کوبيدن به نام سدر جهت شستشوي بدن بکار مي‌برند.
30118,نبک,زهاب، جايي کنار چشمه يا رودخانه که آب باريکي از آن خارج مي‌شود.
30119,نبل,تير.
30120,نبل,نجابت، بزرگی.  فضل. آگاهی. تیزی خاطر، ذکاء.   صاحب نجابت، نجیب. خداوند فضل.
30121,نبهرج,نک. نبهره.
30122,نبهره,پول قلب. هرچیز قلب و ناسره. گدا، فقیر. پست و فرومایه.
30123,نبوت,نفرت کردن، دوری کردن.  نفرت، اعراض.
30124,نبوت,پيامبري، رسالت.
30125,نبود,عدم، نيستي.
30126,نبوع,بيرون آمدن آب از چاه و چشمه.
30127,نبوغ,تيزهوش بودن، استعداد قوي داشتن. ، استعداد خُلاق استثنائي و بسيار نيرومند.
30128,نبوي,منسوب به نبي و پيغمبر.
30129,نبي,پيغامبر. ج. انبياء، نبيون.
30130,نبي,قرآن مجيد.
30131,نبيذ,= نبيد: شراب، شراب خرما يا کشمش. ج. انبذه.
30132,نبيره,فرزند فرزند.
30133,نبيسه,= نواسه. نواسي. نپسه. نپس. نبسه: فرزندزاده، پسرزاده.
30134,نبيل,هوشیار و گرامی. نجیب، شریف.
30135,نبينه,فرزند پنجم که پس از نبيره قرار دارد.
30136,نبيه,دانا و آگاه. ج. نبهاء.
30137,نپتون,هشتمین سیاره از منظومة شمسی است. حجم آن  برابر زمین می‌باشد که هر  سال یک بار به دور خورشید و هر  ساعت و  دقیقه، یک بار به دور خود می‌گردد.
30138,نپخته,پخته نشده.  کال، نارس. کنایه از: بی تجربه و ناآزموده.
30139,نپشتن,نوشتن.
30140,نت,= نوت: یادداشت. الفبای مخصوص موسیقی: دو، ر، می‌، فا، سل، لا، سی.  اسکناس.
